id,company_id,category_id,name,slug,description,price,duration_minutes,image,is_active,sort_order,created_at,updated_at,deleted_at,advertisement_id,duration_unit,service_type
25,3,,"Портретная съемка",,"Профессиональная портретная съемка в студии или на локации. Обработка фото.",400,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
26,3,,"Семейная фотосессия",,"Семейная фотосессия на природе или в студии. Обработка всех фото.",500,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
27,3,,"Корпоративная съемка",,"Фотосъемка корпоративных мероприятий, конференций, презентаций.",600,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
28,3,,"Организация свадьбы",,"Полная организация свадьбы: планирование, декор, кейтеринг, развлечения, координация дня.",3000,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
29,3,,"Корпоративное мероприятие",,"Организация корпоративов, конференций, тимбилдингов. Полный цикл услуг.",2000,360,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
30,3,,"День рождения",,"Организация дня рождения: декор, кейтеринг, развлечения, фотограф.",800,240,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
31,3,,"Консультация по планированию",,"Консультация по планированию мероприятия. Разработка концепции и бюджета.",150,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
32,3,,"Няня на час",,"Услуги няни на несколько часов. Игры, прогулки, присмотр за ребенком.",25,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
33,3,,"Няня на день",,"Полный день ухода за ребенком. Питание, развивающие игры, прогулки.",200,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
34,3,,"Няня на ночь",,"Услуги няни в вечернее и ночное время. Присмотр за спящим ребенком.",150,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
35,3,,"Регулярная няня",,"Постоянная няня с фиксированным графиком. Подписка со скидкой.",1800,2880,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
36,3,,"Химчистка костюма",,"Профессиональная химчистка мужского или женского костюма.",25,1440,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
37,3,,"Химчистка ковра",,"Глубокая химчистка ковра. Удаление пятен, дезодорация.",120,2880,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
38,3,,"Химчистка дивана",,"Химчистка мягкой мебели. Восстановление цвета и текстуры.",150,2880,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
39,3,,"Сиделка на день",,"Уход за пожилым человеком в течение дня. Помощь, общение, сопровождение.",200,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
40,3,,"Помощь по дому",,"Помощь по дому: уборка, готовка, покупки для пожилого человека.",30,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
41,3,,"Сопровождение к врачу",,"Сопровождение пожилого человека к врачу, помощь с документами.",50,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
42,3,,"Выгул собак",,"Выгул собак в удобное для вас время. Индивидуальные или групповые прогулки.",25,30,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
43,3,,"Присмотр за кошками",,"Посещение кошек во время вашего отсутствия. Кормление, уход, игры.",30,45,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
44,3,,"Груминг собак",,"Стрижка, купание, уход за шерстью собак. Профессиональный груминг.",70,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
45,3,,"Урок фортепиано",,"Индивидуальный урок игры на фортепиано. Для начинающих и продвинутых.",70,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
46,3,,"Урок гитары",,"Урок игры на гитаре. Классическая, акустическая, электрогитара.",65,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
47,3,,"Урок скрипки",,"Урок игры на скрипке. Классическая техника, для всех уровней.",80,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
48,3,,"Свадебная видеосъемка",,"Полный день свадебной видеосъемки. Церемония, банкет, подготовка. Монтаж фильма.",1500,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
49,3,,"Корпоративное видео",,"Видеосъемка корпоративных мероприятий, конференций, презентаций.",800,240,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
50,3,,"Рекламный ролик",,"Создание рекламных роликов для бизнеса. Съемка, монтаж, графика.",2000,360,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
51,3,,"Кейтеринг на свадьбу",,"Полный кейтеринг для свадьбы. Меню на выбор, обслуживание, сервировка.",60,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
52,3,,"Корпоративный кейтеринг",,"Кейтеринг для корпоративных мероприятий. Фуршеты, обеды, кофе-брейки.",40,240,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
53,3,,"Частное мероприятие",,"Кейтеринг для частных мероприятий. Индивидуальное меню.",50,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
54,3,,"Переезд квартиры",,"Полный переезд квартиры. Упаковка, погрузка, транспортировка, разгрузка.",600,360,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
55,3,,"Офисный переезд",,"Переезд офиса. Демонтаж мебели, упаковка техники, транспортировка.",800,480,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
56,3,,"Упаковка вещей",,"Профессиональная упаковка вещей для переезда. Защитные материалы.",200,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
57,3,,"Настройка компьютера",,"Установка ОС, программ, настройка системы. Оптимизация работы.",150,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
58,3,,"Удаление вирусов",,"Диагностика и удаление вирусов, вредоносных программ. Защита системы.",100,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
59,3,,"Настройка сети",,"Настройка Wi-Fi, локальной сети, принтеров. Решение проблем с подключением.",120,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
60,3,,"Иммиграционная консультация",,"Консультация по вопросам иммиграции. Помощь с документами, визами.",200,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
61,3,,Бизнес-право,,"Консультации по бизнес-праву. Регистрация компаний, договоры.",300,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
62,3,,"Семейное право",,"Консультации по семейному праву. Разводы, опека, алименты.",250,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
63,3,,"Подготовка налогов",,"Подготовка и подача налоговых деклараций. Индивидуальные и бизнес-налоги.",200,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
64,3,,"Бухгалтерский учет",,"Ведение бухгалтерского учета для малого бизнеса. Ежемесячная отчетность.",300,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
65,3,,"Налоговое планирование",,"Консультации по налоговому планированию. Оптимизация налогов.",150,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
66,3,,"Письменный перевод",,"Перевод документов, текстов. Нотариальное заверение при необходимости.",0.15,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
67,3,,"Устный перевод",,"Устный перевод на встречах, конференциях, в суде. Почасовая оплата.",80,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
68,3,,"Нотариальный перевод",,"Перевод документов с нотариальным заверением. Для официальных целей.",100,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
69,3,,Физиотерапия,,"Сеанс физиотерапии. Восстановление после травм и операций.",120,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
70,3,,Реабилитация,,"Комплексная реабилитация. Индивидуальная программа восстановления.",140,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
71,3,,"Выездная физиотерапия",,"Физиотерапия на дому. Удобно для пожилых и людей с ограниченной мобильностью.",150,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
72,3,,"Установка кондиционера",,"Установка системы кондиционирования. Подбор оборудования, монтаж.",800,240,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
73,3,,"Ремонт отопления",,"Диагностика и ремонт системы отопления. Замена деталей, настройка.",200,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
74,3,,"Обслуживание HVAC",,"Регулярное обслуживание систем отопления и кондиционирования.",150,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
75,3,,"Уборка тротуара",,"Уборка снега и льда с тротуара. Обработка противогололедными средствами.",80,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
76,3,,"Уборка парковки",,"Уборка снега с парковки. Расчистка, обработка.",150,90,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
77,3,,"Сезонный контракт",,"Сезонный контракт на уборку снега. Автоматическая уборка при снегопаде.",500,0,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
78,3,,"Создание сайта",,"Разработка корпоративного сайта. Дизайн, верстка, программирование.",2000,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
79,3,,Интернет-магазин,,"Создание интернет-магазина. Интеграция платежей, каталог товаров.",4000,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
80,3,,"Поддержка сайта",,"Техническая поддержка и обслуживание сайта. Обновления, исправления.",500,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
81,3,,"Нотариальное заверение",,"Заверение документов нотариусом. Подписи, копии, аффидевиты.",25,15,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
82,3,,Апостиль,,"Оформление апостиля для документов. Для использования за границей.",100,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
83,3,,"Выезд нотариуса",,"Выезд нотариуса на дом или в офис. Удобно для пожилых и занятых людей.",50,30,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
84,3,,Татуировка,,"Художественная татуировка. Индивидуальный дизайн или по вашему эскизу.",200,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
85,3,,Пирсинг,,"Профессиональный пирсинг. Уши, нос, пупок и другие части тела.",50,30,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
86,3,,"Коррекция тату",,"Коррекция и перекрытие старых татуировок. Улучшение дизайна.",300,180,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
87,3,,"Стирка и сушка",,"Стирка и сушка белья. Сортировка по цветам и типу ткани.",20,120,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
88,3,,Глажка,,"Профессиональная глажка белья. Рубашки, брюки, постельное белье.",15,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
89,3,,Доставка,,"Доставка чистого белья на дом. Удобно для занятых людей.",10,30,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
90,3,,"Английский язык",,"Изучение английского языка. Все уровни. Подготовка к TOEFL, IELTS.",60,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
91,3,,"Испанский язык",,"Изучение испанского языка. Разговорная речь, грамматика.",55,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
92,3,,"Русский язык",,"Изучение русского языка для детей и взрослых. Поддержание языка.",50,60,,1,0,"2026-01-09 19:37:42","2026-01-09 19:37:42",,,hours,onsite
93,3,,Пизда,,"Реклама наркошопа",99,60,,1,0,"2026-01-24 22:30:22","2026-01-24 22:30:22",,,hours,onsite
94,3,,Пизда,,"Реклама наркошопа",99,60,,1,0,"2026-01-24 22:30:24","2026-01-24 22:30:24",,,hours,onsite
95,3,,Пизда,,"Реклама наркошопа",99,60,,1,0,"2026-01-24 22:30:27","2026-01-24 22:30:27",,,hours,onsite
96,3,,Пизда,,"Реклама наркошопа",99,60,,1,0,"2026-01-24 22:30:29","2026-01-24 22:30:29",,,hours,onsite
97,9,,"Салон (Kosha spa)",,,100,60,,1,0,"2026-01-31 23:42:46","2026-02-04 22:46:47",,,hours,hybrid
98,10,,123,,,10,60,,1,0,"2026-01-31 23:57:40","2026-01-31 23:57:40",,,hours,onsite
99,9,,ТОП,,,0,60,,1,0,"2026-02-03 15:07:44","2026-02-04 21:25:04","2026-02-04 21:25:04",,hours,onsite
100,9,,"Дом Тарзана",,,220,60,,1,0,"2026-02-04 21:26:15","2026-02-04 22:46:50",,,hours,hybrid
101,9,,"Дом Венис",,,300,60,,1,0,"2026-02-04 21:27:00","2026-02-04 22:46:55",,,hours,hybrid
102,9,,"Квест рум (1)",,,60,60,,1,0,"2026-02-04 21:27:33","2026-02-04 22:46:57",,,hours,hybrid
103,9,,"Квест рум (2)",,,60,60,,1,0,"2026-02-04 21:27:56","2026-02-04 22:47:00",,,hours,hybrid
104,9,,Сестры,,,120,60,,1,0,"2026-02-04 21:28:28","2026-02-04 22:47:03",,,hours,hybrid
105,9,,Джинет,,,220,60,,1,0,"2026-02-04 21:29:32","2026-02-04 22:47:05",,,hours,hybrid
106,9,,Школа,,,100,60,,1,0,"2026-02-04 21:29:45","2026-02-04 22:47:08",,,hours,hybrid
